#  Pierce, Scott, Hale
AL,9,26881,15061,0
AR,4,12173,7404,0
CA,4,40721,35972,0
CT,6,33249,30359,3161
DE,3,6318,6293,62
FL,3,4318,2875,0
GA,10,40516,16660,0
IL,11,80378,64733,9863
IN,13,95340,80901,6929
IA,4,17763,15856,1606
KY,12,53494,57428,266
LA,6,18647,17255,0
ME,8,41609,32543,8030
MD,8,40022,35077,21
MA,13,44569,52683,28203
MI,6,41842,33860,7237
MS,7,26896,17558,0
MO,9,38817,29984,0
NH,5,28503,15486,6546
NJ,7,44305,38556,359
NY,35,262083,234882,25329
NC,10,39778,39043,0
OH,23,168933,152523,31732
PA,27,198562,179104,8495
RI,4,8735,7626,644
SC,8,1,0,0
TN,12,56900,58586,0
TX,4,13552,4995,0
VT,5,13044,22173,8621
VA,15,73872,58732,0
WI,5,33658,22210,8814
