#  Jackson, Adams
AL,5,16736,1878
CT,8,4448,13829
DE,3,0,1
GA,9,19362,642
IL,3,9560,4662
IN,5,22201,17009
KY,14,39308,31468
LA,5,4605,4082
ME,9,13927,20773
MD,11,22782,23014
MA,15,6012,29836
MS,3,6763,1581
MO,3,8232,3422
NH,8,20212,23823
NJ,8,21809,23753
NY,36,139412,131563
NC,15,37814,13918
OH,16,67596,63453
PA,28,101457,50763
RI,4,820,2755
SC,11,1,0
TN,11,44293,2240
VT,7,8350,24363
VA,24,26854,12070
