#  Jackson, Clay, Wirt, Floyd
AL,7,14286,5,0,0
CT,8,11269,18155,3409,0
DE,3,4110,4276,0,0
GA,11,20750,0,0,0
IL,5,14609,6745,97,0
IN,9,31551,15472,0,0
KY,15,36292,43449,0,0
LA,5,3908,2429,0,0
ME,10,33978,27331,844,0
MD,10,19156,19160,0,0
MA,14,13933,31963,14692,0
MS,4,5750,0,0,0
MO,4,5192,0,0,0
NH,7,24855,18938,0,0
NJ,8,23826,23466,468,0
NY,42,168497,154896,0,0
NC,15,25261,4538,0,0
OH,21,81246,76539,509,0
PA,30,91949,0,66689,0
RI,4,2126,2810,0,0
SC,11,0,0,0,1
TN,15,28078,1347,0,0
VT,7,7870,11152,13106,0
VA,23,34243,11436,3,0
