#  Linocln, McClellan
#  (USA only)
CA,5,62053,43837
CT,6,44673,42285
DE,3,8155,8767
IL,16,189512,158724
IN,13,149887,130230
IA,8,83858,49089
KS,3,17089,3836
KY,11,27787,64301
ME,7,67805,46992
MD,7,40153,32739
MA,13,126742,48745
MI,8,91133,74146
MN,4,25031,17376
MO,11,72750,31596
NV,3,9826,6594
NH,5,36596,33034
NJ,7,60724,68020
NY,33,368735,361986
OH,21,265674,205609
OR,3,9888,8457
PA,26,296292,277443
RI,4,14349,8718
VT,5,42419,13321
WV,5,23799,11078
WI,8,83458,65884
